OP_CARRIER,ORIGIN,DEST,MONTH,DAY_OF_WEEK,CRS_DEP_TIME,DISTANCE,DEP_DELAY,ARR_DELAY
G8,FRA,BLR,11,2,252,217,10.546668981719257,9.790952094082714
AS,HKG,BOM,3,3,2287,2403,-15.0,-18.243867692366525
B6,MEL,DEN,7,3,114,188,-9.56276840140011,-26.6346775951504
QR,NRT,LAS,6,3,739,2434,213.04663853167935,208.35058522846754
6E,KUL,SEA,3,7,1922,182,3.190481295057433,-1.522204693375282
BA,COK,CDG,5,1,1830,2914,-6.677590689151069,-25.462096479540357
EK,BLR,SFO,10,4,1622,2340,28.374879584811687,40.17476563516831
SQ,FRA,GOI,3,4,1264,268,-15.0,-26.47286698990267
UA,MCO,DEL,10,3,398,783,5.575443026185738,-17.494110467105287
UA,LHR,SYD,3,3,1690,1274,39.513238947593614,42.448780554795235
UK,BOS,CCU,6,7,491,1844,144.58132740905197,146.3468365616787
SQ,LAS,MAA,7,1,494,1546,14.81458099513451,11.444969051480504
SG,GOI,BLR,1,5,1519,592,11.453325354450742,9.666956175088407
SQ,SIN,HKG,11,6,274,2342,12.71494288140461,4.290552127510843
QR,DXB,SYD,1,5,616,1778,27.988167359267322,43.964815348244
EK,SIN,HYD,4,7,281,299,4.627646910821359,26.196158609607803
AS,DEL,HKG,6,6,770,1564,33.680177106644095,36.75415118340765
EK,LAX,MAA,1,1,1871,829,41.878486822263774,30.556800932345237
BA,BLR,AMD,1,6,135,1312,178.27060633071147,180.4700447510954
DL,SIN,HYD,1,4,567,539,22.093113245478953,21.395052799069497
B6,BOS,MCO,8,1,1867,1184,38.31276611033072,37.80833467083491
SG,HYD,AMD,8,3,652,1884,79.1449133394268,83.03550198619924
SG,LAS,ATL,8,4,1289,1767,13.816158677342806,18.079926558657533
QR,SIN,BOM,11,6,1968,2216,18.42427745703668,12.49054890732851
F9,FRA,LAX,5,6,1633,1318,-15.0,-13.327463407475605
UK,SFO,MIA,11,3,45,2401,38.81999238866807,36.88257701746625
AI,SIN,DXB,9,4,1487,1544,7.474163474227709,10.299521288906682
UA,FRA,LAS,12,3,1487,2130,46.83045162554577,23.046935870364024
AS,DFW,DXB,11,3,1561,1881,9.96289784316323,8.599808949969665
AA,COK,BLR,8,1,961,880,10.612084635654405,10.394547094743924
LH,COK,NRT,8,3,2304,1398,-11.859607216529554,-16.683039104181095
UA,NRT,GOI,5,5,583,476,10.750310087716755,-10.79826690082816
QR,MCO,LHR,10,3,625,2215,51.405886859115576,56.2626587899769
QR,HYD,LAS,2,7,439,1146,46.926319162340974,57.24475733293192
DL,SFO,SIN,2,5,727,140,52.445425755384015,69.68825934076543
WN,DFW,BKK,5,1,478,1686,44.47428053307327,37.556948698110794
AA,DEL,COK,7,5,867,1698,-15.0,-27.025423696913073
6E,JFK,HKG,2,3,1362,1648,118.14607758962467,114.67967699329732
B6,HYD,FRA,10,2,1992,310,6.796857001416046,5.5464525071661965
B6,ORD,DFW,12,1,1384,103,35.68639960437588,57.15295407455681
AI,SYD,MCO,7,2,759,552,4.05532778615437,-17.907620808702738
EK,DXB,GOI,3,1,1535,642,17.17052875911158,23.97064521931535
G8,SYD,HKG,11,7,1015,236,28.148394723998848,24.372666050545874
G8,LHR,JFK,7,6,1327,1840,21.982757847890092,21.219385233182848
AA,BOM,NRT,5,3,2252,567,1.6027760913622706,-9.921397404447966
LH,ICN,LAX,4,7,814,312,12.159356343312432,25.29740940206017
F9,SEA,CDG,6,1,1539,1229,33.42553991036298,34.00371192453003
UA,ICN,FRA,3,4,652,1382,47.14062371878778,72.49922786356892
LH,SFO,HYD,3,2,1592,2533,30.22661870255047,22.815381779891364
UK,LAS,FRA,2,5,280,314,29.17629309051371,30.117199445342948
QR,SFO,FRA,10,3,1389,2161,15.69529090598815,37.04239544565093
EK,FRA,CCU,12,6,2078,475,-10.613897634585314,-4.020919937719052
SG,LHR,LAS,11,2,424,138,-15.0,-19.96549953296525
BA,SIN,COK,3,6,1386,2720,-15.0,6.619679614105497
WN,HKG,MEL,6,7,1800,190,-0.5740520350504705,0.1350665046281071
QR,MEL,DXB,4,5,2253,2755,-14.910357367056676,-7.818924787432302
NK,MCO,BOM,9,1,1248,1612,-11.07318797372397,-0.9450905358229988
SG,BLR,MAA,10,2,513,839,33.00822781001584,34.15536402181492
BA,DFW,LHR,12,6,1088,2518,4.171755728497669,-5.066904163538379
BA,MIA,COK,12,7,188,414,-4.173481540169319,4.713384998614335
AI,CDG,HYD,2,6,1811,2074,100.11904722124495,85.58858206918246
F9,JFK,BLR,2,5,211,799,38.19424589752332,37.589972715712314
NK,DFW,NRT,2,7,2226,852,67.73655941898454,76.16174707456953
LH,FRA,CDG,9,3,2018,1792,-15.0,-12.508733466997187
SG,BOM,DXB,4,7,492,1194,-13.936229223157653,-9.965340090743034
WN,BOS,CCU,12,7,1083,1480,5.86217886404527,-9.952825197388655
WN,HYD,KUL,7,4,1836,2204,-15.0,-10.874674578996938
B6,MAA,LAX,9,3,244,1302,26.44446486561116,18.90985719249129
F9,ATL,PNQ,3,5,1484,729,19.53784851726298,21.099749809355256
6E,JFK,MAA,5,6,2287,973,-15.0,-6.5095684068554736
LH,BLR,DEN,1,6,1582,2423,4.684641904373397,-5.665663076298966
AS,SYD,SIN,4,3,1861,207,16.306553818544884,9.069459677686432
AI,SFO,BOM,11,3,1028,2634,-4.258958912127277,-5.583122004722195
F9,ICN,DEN,3,4,2398,1872,8.21751429997554,5.1789153163272
SQ,SFO,GOI,7,6,1967,1338,-10.106138640926723,-8.471458671526825
QR,BOM,LAS,3,1,286,2443,35.536425179470406,17.42524266911311
B6,DFW,DEL,5,1,1967,2924,6.823109796385203,10.845474361400903
QR,CDG,COK,4,7,589,124,-0.9162483269125911,12.244511632193888
AA,MEL,SIN,11,2,442,143,113.47504704978175,119.03506138354223
DL,ICN,AMD,3,3,1022,1091,21.867082382752834,37.30576823083466
6E,ICN,SYD,2,7,794,744,32.65393888170405,21.49474787923557
AS,NRT,MCO,8,3,798,2118,26.9949718280592,17.00298151755933
SG,LHR,MIA,1,2,283,592,114.28942971594091,93.78121705772881
QR,DEN,CCU,9,4,1878,1948,5.4968087558535474,13.228419041437359
BA,ATL,CCU,11,1,1899,783,86.85299486999126,96.39985204505405
F9,LAS,LHR,4,3,268,1484,27.870838294147823,15.903854046489016
WN,ORD,LHR,5,5,585,1497,15.318471767908484,-14.729937835040715
SG,HYD,FRA,4,6,77,1409,-4.526543140877619,0.2989452897998177
6E,DXB,JFK,3,4,123,2593,-10.605140129046477,-17.97494004025733
UK,NRT,KUL,10,2,1347,1182,9.917629715969696,7.425930749067357
UA,LAX,ICN,3,5,1510,2833,36.783650832472574,36.93929632503364
SG,KUL,PNQ,3,2,2330,1903,29.215904605740207,29.174038626894813
BA,GOI,DFW,6,5,888,2638,87.34418544943313,86.53601672994878
UA,SEA,LAX,4,3,1650,1354,18.104524136728052,21.831290435373514
6E,SFO,KUL,5,1,1924,639,33.04798589405192,36.375846251006664
BA,CCU,BLR,4,5,2095,236,-15.0,0.09441254277444244
NK,BLR,DXB,8,2,75,2925,17.885990498676303,34.8641474486448
SQ,MAA,CCU,7,1,1385,108,-15.0,-23.482121580310498
6E,PNQ,BLR,9,1,1492,1151,-6.1464054991009105,-31.19688649842493
UA,MEL,SIN,1,7,290,2380,5.546937057338496,-2.145324587543012
AS,LAX,SIN,2,3,939,2570,-1.1073100887944678,-4.154557963006735
QR,SYD,SIN,2,4,878,2190,34.820942300514304,40.234085856825814
B6,ATL,MEL,11,5,2334,1246,-2.3286464765740496,-7.408579710060039
BA,SFO,SYD,6,5,335,1149,-7.0065951733700835,-15.267819558820642
G8,DEN,CDG,9,3,2305,1400,-15.0,-32.01182299574358
UA,DEN,MIA,2,1,1376,1570,24.047939193919873,18.113043471373242
SQ,DEL,HKG,6,4,1414,2422,-15.0,-2.166498308436635
AS,CCU,FRA,7,6,65,2129,-15.0,-16.381089322611672
WN,BOS,CCU,10,4,1295,2971,20.794111952235,24.491921868223923
SQ,DEL,SFO,2,7,1855,582,109.66488854633371,96.83553591390773
QR,BKK,SEA,1,4,856,311,10.700731113959343,-7.140795261795539
AI,JFK,SIN,1,4,243,2337,11.09359869330375,11.197286645098718
WN,BOS,BKK,6,6,936,737,-5.287226803414655,-9.918643745279686
BA,GOI,BOS,8,6,1273,1159,13.809322063957607,11.824561717304446
QR,CDG,LAS,10,1,1907,2281,2.5606988888612117,-1.2520116259923468
B6,BLR,LAX,11,3,283,2196,2.102968974979041,0.20064955238788285
G8,SIN,KUL,2,4,2375,2284,43.637213784113214,34.58744585125001
AS,CCU,MAA,3,1,1276,1446,-8.623116139704045,5.831676396439201
UK,LAS,ATL,11,5,1857,1422,22.35420589462246,37.149367429872164
SQ,HKG,FRA,9,6,55,2150,90.31613186153805,102.12793672832618
AI,NRT,MAA,6,7,732,2190,8.449712132222425,9.71107611068748
NK,ORD,SIN,3,7,310,2293,-4.21951700406553,12.027472703621644
EK,CCU,MAA,5,4,624,2208,21.80613943578671,29.806855748778652
BA,ATL,LAX,8,2,1055,958,10.445478516092784,10.837922929810999
WN,ORD,BOS,1,7,2229,2660,10.57937838350556,3.2753658307165843
UK,BOM,SEA,6,2,322,1927,36.19610763355059,38.543880468872764
QR,HKG,CCU,2,1,482,2404,-9.37567575804738,1.4929837176614793
F9,GOI,ATL,8,5,1190,716,90.5981163467417,93.71469707003243
LH,PNQ,DEN,1,5,2097,915,12.150273163211684,13.930844236207298
UA,MEL,ICN,2,5,1549,1617,31.38512581623329,38.47686599257314
WN,MEL,BOM,10,3,2133,1595,7.402185303871958,9.850614557527528
6E,DEN,COK,11,1,376,1322,-15.0,-11.829213216202515
BA,HKG,ORD,1,4,1543,2575,4.377047442201339,2.330964694369065
DL,ATL,DEN,12,4,370,1362,10.914732014600583,-7.265021972272516
UK,LAS,JFK,12,4,437,2971,4.319997308989144,1.0508503691924673
BA,MAA,KUL,4,6,1005,260,-7.0173377764500735,-3.954383726321344
6E,BKK,CDG,1,1,1168,1687,109.5849879973361,88.5035234748876
B6,SFO,DEL,1,1,108,2177,46.933822775351686,40.931993828684526
UK,LAX,MIA,5,6,732,2167,28.62110980711647,10.282073839087843
UA,ORD,LAX,8,1,1630,876,-9.721545333411235,-6.3256166927321935
UK,DEN,ATL,8,4,694,120,197.5342621554955,191.4321093867725
AA,MCO,HKG,8,4,831,1969,21.018323734259926,31.1183404759116
DL,ATL,COK,5,1,1094,2691,10.645069401000619,19.168185668912727
SG,DFW,DEL,1,6,387,2456,189.25166504376878,196.2773587917725
UK,CDG,SFO,1,6,1183,2188,11.341126999969209,0.06684697199318457
NK,HYD,HKG,2,4,823,681,51.076247748441354,65.1944069389523
AA,LAS,BLR,5,2,615,2468,9.060645971644737,3.6608891136025576
G8,ICN,CDG,8,5,1129,2100,-8.043945710829195,-7.804978461059937
G8,LAS,MIA,5,3,2074,100,27.04933298554425,32.617281001053875
DL,NRT,SIN,10,5,170,963,2.65262328503643,3.4570884285617414
6E,CCU,DEN,4,1,1136,121,-1.151673643367559,7.4286680870997355
AA,SIN,KUL,4,6,1098,1393,-11.553589385870499,-16.607891557026488
NK,SEA,JFK,11,4,2296,1533,3.900664880145704,-4.07422037408028
G8,PNQ,ORD,6,1,2383,2550,-15.0,-20.586638678988077
DL,DEL,KUL,6,6,791,332,-7.119421117623717,-14.198822029320507
NK,AMD,COK,8,4,1330,2998,149.02567483836805,150.75667473465106
LH,LAX,SFO,2,2,424,592,-0.37806121686128336,-18.916901126810046
B6,SIN,MEL,11,3,959,503,-0.2196278835415777,3.592553917021215
SG,MEL,LAS,12,5,673,2125,10.690676706221149,1.005319303551051
SG,LAS,NRT,10,5,121,301,-8.126376876234632,0.4375159254565002
SG,DEN,GOI,5,2,690,2513,18.55517406422891,14.39151889563863
LH,LAS,MCO,4,5,278,1820,-8.840538990462456,-5.260386492234964
F9,SEA,LAS,9,7,499,775,-15.0,4.978207630143874
EK,BKK,COK,12,2,1817,1061,172.7008317019997,169.65851463371743
6E,BKK,BLR,12,6,1235,233,30.986227000999925,51.642059688384535
NK,SFO,BLR,6,5,1967,2000,11.31000095725787,25.253466818818325
DL,LHR,KUL,12,4,1999,859,30.469666415000333,23.194419837532575
LH,DEL,FRA,7,5,54,993,-0.9801406063125886,4.699927231510575
AA,LAX,BKK,12,4,512,1191,14.719726002734774,16.131853225194888
G8,CCU,MAA,5,7,470,1055,0.0767802900461092,-0.9430956017630738
EK,SFO,CDG,3,1,2035,653,-5.579073218264392,-16.723490012047684
QR,BLR,SFO,3,2,2128,1012,26.115728067852682,2.0136035391140013
EK,SYD,MIA,2,1,289,2328,-5.13524593416364,-20.310652631795286
SQ,BKK,SFO,5,4,1006,613,-15.0,-3.1348846426936667
EK,SEA,DEL,7,6,1420,330,64.2095148150641,68.66352416726765
B6,AMD,MAA,4,1,903,2939,-9.030412648393055,-12.038877871474643
BA,JFK,DFW,11,5,1447,2977,-5.949588587142928,-13.809454474694633
B6,KUL,BLR,3,4,1142,1694,3.8462152084392778,-5.472528932078694
G8,HKG,DFW,7,4,829,1527,50.24518726067946,45.428451999137124
BA,MCO,GOI,6,4,38,1865,28.5708999798698,37.29945950137285
SQ,SIN,AMD,8,3,2329,2788,6.762907218363736,4.024509907638393
B6,MEL,MIA,9,1,661,2417,5.077295678132887,0.6566548691603016
AS,SEA,CDG,5,4,159,2989,-15.0,-11.425217160594123
G8,FRA,ORD,12,6,1638,1041,51.65893415461799,45.303054728176065
BA,MEL,PNQ,12,1,2166,2594,29.481080017251454,33.989474518207196
6E,BLR,NRT,12,3,2006,161,20.373753871736383,30.798788670751605
DL,FRA,HKG,9,4,1334,211,4.47897599318015,6.513779776274977
G8,FRA,MEL,10,1,1113,927,-15.0,-18.913366927124645
LH,KUL,DFW,1,7,651,745,-1.1171145940019853,-2.3925403795719635
AA,FRA,LAS,12,4,130,1376,21.198414423083744,9.040593590847323
WN,CDG,SIN,3,7,1289,2251,0.020824350747913556,-8.018686716417125
QR,HYD,ICN,5,6,1150,575,19.394183543040278,25.197057110543586
UK,CDG,COK,6,3,1988,1075,38.81423502518176,47.52245908732753
G8,ICN,LAS,11,7,2275,305,-9.437124978789718,-7.562874167855252
DL,BOM,BLR,1,3,119,2345,10.2564717697665,12.961278287031625
LH,CCU,SEA,1,5,575,2747,32.59796458509477,33.78111381907917
6E,HKG,NRT,11,4,1264,1529,-15.0,-4.566989065730066
B6,MAA,BOM,4,3,1568,1993,19.557740774383298,19.322632737133752
UK,ORD,NRT,1,3,1475,2745,-8.87342898191145,-2.9521839513009116
QR,PNQ,HKG,9,1,1609,700,-15.0,-23.486510596217567
AI,ICN,BOM,3,6,1333,830,-15.0,9.365230210029608
SG,SEA,DEN,10,2,1659,338,14.281690772091586,14.728825501855946
WN,ATL,MEL,2,4,722,133,9.462116504334393,8.10184615125187
6E,FRA,BKK,12,6,1403,1540,11.098958871646145,17.186963989996492
AA,SEA,HYD,9,1,955,1337,40.34956201479718,33.759623495066506
DL,PNQ,DEL,9,5,80,1064,0.5034435494227161,-0.1539610907568869
AI,FRA,BOM,11,2,1810,1071,64.15392457180408,70.0291716572092
QR,SYD,PNQ,9,5,626,2907,-12.78236128288588,-22.36017850095402
BA,DEL,DXB,3,4,1646,2863,-7.298609908859106,-12.390379169295308
EK,BOM,DEN,10,1,44,2224,-15.0,9.134869586563749
WN,ATL,HYD,4,1,604,978,15.390312960269647,10.796327857555621
DL,SFO,FRA,5,2,2033,1467,9.245540431168966,5.821498307333665
UK,SYD,ATL,1,2,2158,1541,1.6452477069959683,4.345796343895861
B6,MEL,HYD,12,5,1500,2507,43.68951243214663,57.634668932790575
WN,HKG,AMD,8,4,22,193,-15.0,-9.754460774908043
SQ,SFO,CDG,11,6,926,595,-7.861140899595023,-17.23872497707295
UA,SIN,CCU,7,3,2115,2376,-10.16526231967495,-10.291808084322229
LH,BLR,BOM,7,6,1284,242,-1.1062944361027105,3.924964991483618
F9,SIN,LAX,5,4,301,2035,61.349765948465624,65.15559147829727
UK,FRA,GOI,2,7,514,1863,-15.0,-1.9379119085258623
F9,DFW,SYD,8,4,697,1746,36.407330713859416,50.470275667600916
B6,MCO,PNQ,10,4,1283,1562,26.32158647931873,33.983229257368166
AS,MIA,MAA,8,6,2061,2197,-13.168944975111772,-8.303941628096831
B6,NRT,JFK,6,6,168,2905,103.1039793420428,106.95903036385269
F9,LAS,SIN,8,6,1673,2903,20.62630107180751,13.716831387244818
QR,MCO,COK,11,6,561,1832,-13.373875603877199,-22.252961109433418
WN,HYD,DXB,3,3,2252,2871,-15.0,-18.32813461679768
WN,SEA,SYD,9,4,1201,2497,27.991278007008543,26.156301316231737
B6,BLR,ICN,9,7,2251,2157,172.22197129168939,173.30754717114286
SQ,DEN,PNQ,3,4,1147,1284,0.5418365120376318,-22.57457964231503
AS,GOI,SYD,12,1,1289,433,69.76893932193893,75.61368193582902
BA,SFO,MAA,3,5,842,360,14.306622468235009,17.92339183534077
EK,LAS,DEL,11,2,1259,806,-15.0,-24.680358209313606
EK,PNQ,FRA,10,3,1102,303,-15.0,-18.30377264388694
BA,SFO,BOM,12,6,1034,1110,55.5347393122709,48.42767617693248
WN,JFK,SFO,10,1,994,2519,-6.001467964278053,-3.2449785215371127
SG,SEA,MCO,12,3,466,1364,47.28220908806772,45.878491259136446
F9,BOM,MIA,6,6,2370,477,-5.44777875647323,-4.944748807899083
6E,NRT,DEL,3,5,280,1638,15.730875959341306,12.61437526462811
B6,DFW,ATL,6,2,1876,1425,7.562715665216012,6.621840413951043
BA,BKK,BOM,8,5,2308,2434,2.4665513844083846,4.795584398203467
UA,SIN,BOS,2,6,1200,512,0.24659229256177273,-3.9951999903087865
6E,SIN,FRA,6,7,1338,848,28.15345052429939,19.504653342486883
G8,LHR,MCO,3,6,1832,763,156.90101806841946,155.18040022064986
NK,GOI,ATL,1,2,347,2753,6.026591378761118,-2.5085598262691544
EK,MEL,SEA,5,4,130,1202,5.672144158578897,9.789589391379664
6E,SEA,DXB,3,3,800,1304,16.040938095500444,8.048038103006927
AI,DFW,DEL,10,2,834,1863,-8.564030907316322,-10.865587971402288
UK,MCO,LAS,12,2,1183,788,28.230158728317726,32.11161044905849
UA,BLR,MCO,1,2,736,2353,32.58619917986756,29.536589779355396
G8,MAA,BOM,1,3,1902,898,4.9194745781901,8.327665665065378
AS,DEL,JFK,8,4,240,1800,8.936272268722512,9.804675966714209
AS,ATL,DEN,1,5,616,2711,60.26242433343636,52.92033636348773
NK,SYD,MIA,6,5,1544,1879,0.7184746522712064,-3.94745768873437
WN,LAS,SEA,5,5,1773,1946,-15.0,-19.77946950264182
B6,MAA,DEL,9,6,792,554,6.076244394612392,9.619797218516737
AA,BOM,MEL,11,1,781,1923,-15.0,-23.954437294960183
QR,FRA,DXB,2,5,1029,2953,15.675857766480835,13.807702991184382
LH,ATL,FRA,1,7,762,1412,14.085892966078156,-1.1092345869365818
AI,ICN,DXB,6,5,2256,2986,-14.411065328639722,1.1334343816102344
AI,MCO,DEL,7,1,550,1279,-15.0,-17.71840699696187
6E,BKK,DXB,1,1,99,2759,-8.350342583794227,-5.604605778704931
LH,MIA,KUL,11,2,1875,1353,0.2376302690037555,8.584052026507253
G8,MEL,DFW,8,2,1089,1002,173.73969679442715,191.00251947889387
WN,KUL,SYD,9,5,2218,2205,5.528414442518933,5.4679299389076474
QR,MIA,ATL,7,1,2312,2113,-15.0,-11.697448630346479
QR,HKG,MEL,9,2,2234,525,14.074973185175491,-2.5377259839643678
AI,AMD,BLR,3,7,1230,672,-5.5265462664535665,5.378456255234106
UA,SIN,DXB,10,4,1532,2893,26.183584420726536,34.673098784424454
NK,PNQ,MEL,10,4,1625,1303,21.40433231963319,35.699396562635485
SQ,COK,SIN,10,6,200,1802,-15.0,-18.09492938868936
AI,BOS,ORD,3,3,411,2478,6.0936685208095245,3.708301750566381
AI,HKG,BOM,5,3,955,2869,12.959564511354957,11.638573118406944
WN,PNQ,MEL,2,3,295,312,22.417061613427087,20.95126162289322
QR,LAX,ATL,8,5,1755,986,-8.8766277490444,-25.099709534791216
LH,SFO,BOS,9,2,668,1294,4.014452926682896,14.628145650591176
AS,COK,SYD,11,1,158,1174,24.884174683798992,43.08307355012488
NK,NRT,BOM,8,2,759,1793,-13.015410678629896,-19.045640323029815
6E,MIA,LAS,10,5,2359,777,6.072988890008326,11.342359115910114
6E,NRT,BOM,5,1,1479,1980,-15.0,-27.327359450771525
AS,COK,MIA,5,7,1135,735,-9.701461855386759,11.959078946502563
AS,CCU,AMD,11,7,1359,2147,2.5407107716455997,17.4547158800887
F9,COK,MEL,9,3,1969,1593,-15.0,-6.082422700011506
AI,AMD,SYD,3,5,277,1149,-15.0,-21.255463244042794
AA,MEL,DFW,11,5,1735,2744,27.967141826467795,36.08450306015759
BA,SEA,CCU,11,1,2187,2334,4.445583439255566,-14.369994815894584
AS,MCO,SIN,4,2,94,666,31.28996728045424,40.09936243071263
F9,AMD,SEA,2,3,864,2683,29.376467149781845,16.634797284940614
SQ,SEA,GOI,3,6,1354,1017,3.2123045988135512,-0.5299631250593313
6E,ICN,KUL,4,4,255,2755,16.191271994459015,22.518390732237894
BA,LHR,SYD,8,3,1851,2332,-3.6878332906303237,-10.408124973859403
SQ,CCU,PNQ,5,1,2174,1047,-2.1291877080348676,4.955740874463368
SG,CDG,BKK,11,3,2332,2345,91.44405428331592,91.55160230928743
F9,FRA,MIA,2,4,1258,1896,-1.8811292984809072,-0.6093002142553758
SG,DEN,HYD,7,5,452,2661,-15.0,-31.79709804087484
AI,CDG,HYD,12,3,2115,933,89.4239065295227,99.373998822937
NK,DFW,DEN,7,7,1809,584,33.0049143112605,31.1692584637904
SQ,SFO,LHR,10,6,2115,660,-15.0,-6.614605994615646
SQ,MCO,NRT,6,4,9,1516,-7.950038894037476,7.226062473599331
BA,DEN,AMD,9,4,533,2675,1.2605875255963266,-5.573238410556206
UA,SFO,DEN,3,1,889,2237,31.818693903187015,41.330152965077765
BA,COK,ICN,12,7,1077,2765,-8.736644644846367,-10.975331193302464
SQ,ICN,PNQ,2,6,858,2973,39.77693755678828,38.79571046613306
AA,COK,NRT,11,6,2297,973,12.175247356822332,-14.24142705654327
EK,NRT,PNQ,2,4,827,2785,39.3061834974663,39.60766661299307
UA,MAA,PNQ,11,4,446,2134,5.671397947788911,22.287466763689988
AI,JFK,BKK,8,5,1995,1165,-7.2930974080025655,-12.655831899425573
AS,DEL,GOI,11,6,1029,2475,-3.1967332451521973,2.4241703267564034
BA,SYD,BOS,12,4,697,2671,54.620197588289194,35.76383084893416
SG,LAS,SFO,9,7,2247,2679,-7.235122045583968,7.769951094206646
QR,BOS,LHR,8,2,1246,431,11.929313549656156,1.6320733896606203
LH,SYD,GOI,5,6,2182,1171,-15.0,-21.409135016104244
LH,SYD,LAS,5,5,1337,1354,24.416190756162905,26.462118239134234
UA,FRA,MCO,6,7,202,2396,-15.0,-8.887447787653615
SQ,CCU,HKG,2,7,39,2916,-15.0,-24.690875432652984
6E,KUL,ORD,1,1,577,711,157.65252430736479,153.6926808418503
F9,SIN,ICN,1,7,383,1319,37.61370968371847,40.93678005390684
LH,COK,GOI,11,2,1190,683,-1.851989088557934,-16.00350537503615
WN,DFW,MAA,1,3,188,2375,20.895339905708894,33.607842289963116
F9,DFW,FRA,3,5,2154,1545,14.88344556376162,21.94356238458635
DL,BOM,SFO,2,1,2025,612,8.003438604812372,1.967539695512114
F9,KUL,HKG,1,1,925,2817,21.25857969227063,16.538012050443495
NK,SEA,BOS,5,5,742,1731,34.05345078500469,32.8916602589313
AI,MAA,ICN,11,1,1749,1918,21.940050111302426,29.06977722594738
QR,LHR,DEL,5,7,1904,2785,50.25262483384152,41.2174539575019
LH,LAX,NRT,3,2,543,1084,26.84690744291167,40.85552579319075
AA,DEL,COK,6,1,356,2496,1.774367952750339,-0.41263830109660815
UK,BKK,BOM,7,1,2277,514,4.9728951698368675,14.436433764725207
WN,GOI,MEL,2,7,2027,2034,33.97404760638992,45.269103720535014
LH,SEA,BLR,11,5,1947,2013,2.576643037563393,2.4482613339395116
NK,GOI,DFW,9,6,1158,1549,44.000383163343244,63.558459206069415
UA,SEA,ATL,2,5,1347,2032,60.53044497429419,59.34366800929591
AA,MCO,DXB,3,3,1495,881,-15.0,-18.813111155999458
AS,BOS,MAA,10,4,1152,710,108.23761758991908,105.94105766723234
SG,PNQ,MCO,12,5,1137,326,7.9647770953751245,22.244381641288243
WN,SYD,BOS,1,5,1444,159,11.35096504535304,10.551862073378018
AA,SFO,MCO,7,1,1356,162,-3.1362518832324695,-8.532046780303007
SG,ATL,SYD,4,5,1829,309,-15.0,-6.856856201567712
BA,BOM,CDG,5,5,24,611,1.6681553341496969,10.350285164094952
AS,GOI,MCO,12,7,1459,2751,29.91588618835604,28.27999875328933
SG,LAS,MCO,12,4,2168,1009,3.8652392373751283,25.93600498346111
F9,HYD,MAA,12,3,7,2920,13.107771692873335,30.243757051324934
AA,BLR,HYD,6,6,1970,2948,19.6760452133289,26.78724530993898
EK,ORD,CDG,11,1,1126,1374,164.18315090461508,171.96031004834316
DL,DEL,COK,2,1,956,2077,3.0314679637113393,9.01010045885406
AS,NRT,LAS,5,2,1587,277,-15.0,-9.698012991839828
AI,HKG,BOS,4,2,1861,1842,16.518073353246358,8.969559466872916
EK,LAS,DFW,5,6,1433,1735,-13.517931150832627,-24.60934595814011
F9,SIN,DEL,6,1,287,912,10.199149117516114,12.057509904331674
UA,SFO,LAS,12,7,1360,153,8.96444293325965,-2.197036208773662
6E,HKG,MCO,1,1,1363,2736,15.470741307613551,21.59950236642463
QR,COK,NRT,1,2,585,1624,5.531146085666049,1.937334756880169
AI,CDG,ICN,9,1,1520,255,0.3722109699070676,4.263311869081744
AI,HYD,PNQ,1,4,1113,1368,14.029875176516471,5.519238795739154
G8,JFK,ORD,1,4,1398,1352,21.882606431292484,31.749012010871354
AA,BOS,ATL,8,4,460,2536,23.438158145628208,28.9488013535079
LH,ORD,MCO,6,5,118,1207,173.3205216902635,184.27101653229627
WN,KUL,FRA,8,5,1324,1349,-15.0,1.663033961507793
WN,CDG,BOM,10,7,1387,2127,-6.524012164083436,-12.74180759536177
BA,BKK,MCO,2,4,1701,715,30.267388116336754,23.338033230514494
BA,KUL,MEL,12,3,1482,308,166.83650523686129,171.24295845083662
SQ,ORD,MIA,2,1,717,2984,-5.811038919953507,-8.865996678391843
AS,DFW,DXB,6,4,2347,2206,5.865416275946663,3.1659209539039517
B6,SYD,DEN,8,1,56,2169,9.646486080096803,14.617457511655118
6E,SFO,BOM,6,3,1495,2905,13.412441029994985,13.939634726923549
NK,GOI,FRA,10,6,2035,1585,-0.5899998895372498,26.548426086254892
NK,LHR,CCU,6,3,43,1833,6.863886967829863,5.360588156952023
6E,MAA,BOM,5,6,1247,2599,-15.0,-5.409419090149665
6E,DXB,ATL,4,7,2391,356,-15.0,5.276420369151566
SQ,HYD,BOM,11,3,971,652,7.134139088156919,9.763155993010457
AS,SYD,MEL,8,2,386,113,21.87491617929267,21.928441088338882
DL,CCU,CDG,6,3,1822,1654,15.297223878656578,17.90145987583491
F9,DXB,JFK,6,3,421,615,109.60734686197027,111.75193616008335
SQ,SEA,DXB,4,4,1421,2379,-15.0,-13.52201319127744
QR,DFW,MAA,10,3,1266,2463,12.298328925167107,9.081754654183735
B6,SIN,KUL,6,6,801,1012,4.46643233722769,-14.057923084633966
WN,JFK,SFO,2,1,1107,997,45.24209550121312,53.05684328681416
6E,AMD,HYD,11,4,220,720,27.366340753118806,34.67242512225688
EK,BOM,LAX,6,2,1493,955,41.31290623204459,51.193783392694584
G8,DFW,MIA,7,7,2148,2158,8.37265010231855,12.790370912294698
